survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,passenger_id
0,3,male,22.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,335
0,1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False,336
1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,337
1,3,male,45.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,338
0,1,male,45.0,0,0,35.5,S,First,man,True,C,Southampton,no,True,339
1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,340
1,1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,341
0,2,male,28.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,342
0,2,male,25.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,343
0,2,male,36.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,344
1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,345
1,2,female,40.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,346
1,3,female,22.0,1,0,16.1,S,Third,woman,False,G,Southampton,yes,False,347
1,3,male,3.0,1,1,15.9,S,Third,child,False,G,Southampton,yes,False,348
0,3,male,42.0,0,0,8.6625,S,Third,man,True,E,Southampton,no,True,349
0,3,male,23.0,0,0,9.225,S,Third,man,True,E,Southampton,no,True,350
0,1,male,47.0,0,0,35.0,S,First,man,True,C,Southampton,no,True,351
0,3,male,15.0,1,1,7.2292,C,Third,child,False,G,Cherbourg,no,False,352
0,3,male,25.0,1,0,17.8,S,Third,man,True,G,Southampton,no,False,353
0,3,male,22.0,0,0,7.225,C,Third,man,True,F,Cherbourg,no,True,354
0,3,male,28.0,0,0,9.5,S,Third,man,True,E,Southampton,no,True,355
1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,356
0,2,female,38.0,0,0,13.0,S,Second,woman,False,F,Southampton,no,True,357
1,3,female,22.0,0,0,7.8792,Q,Third,woman,False,F,Queenstown,yes,True,358
1,3,female,22.0,0,0,7.8792,Q,Third,woman,False,F,Queenstown,yes,True,359
0,3,male,40.0,1,4,27.9,S,Third,man,True,F,Southampton,no,False,360
0,2,male,29.0,1,0,27.7208,C,Second,man,True,F,Cherbourg,no,False,361
0,3,female,45.0,0,1,14.4542,C,Third,woman,False,G,Cherbourg,no,False,362
0,3,male,35.0,0,0,7.05,S,Third,man,True,F,Southampton,no,True,363
0,3,male,22.0,1,0,15.5,Q,Third,man,True,G,Queenstown,no,False,364
0,3,male,30.0,0,0,7.25,S,Third,man,True,F,Southampton,no,True,365
1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,366
1,3,female,22.0,0,0,7.2292,C,Third,woman,False,F,Cherbourg,yes,True,367
1,3,female,22.0,0,0,7.75,Q,Third,woman,False,F,Queenstown,yes,True,368
1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,369
1,1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,370
0,3,male,18.0,1,0,6.4958,S,Third,man,True,G,Southampton,no,False,371
0,3,male,19.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,372
0,1,male,22.0,0,0,135.6333,C,First,man,True,C,Cherbourg,no,True,373
0,3,female,3.0,3,1,21.075,S,Third,child,False,F,Southampton,no,False,374
1,1,female,25.0,1,0,82.1708,C,First,woman,False,B,Cherbourg,yes,False,375
1,3,female,22.0,0,0,7.25,S,Third,woman,False,F,Southampton,yes,True,376
0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,377
0,3,male,20.0,0,0,4.0125,C,Third,man,True,F,Cherbourg,no,True,378
0,3,male,19.0,0,0,7.775,S,Third,man,True,F,Southampton,no,True,379
1,1,female,42.0,0,0,227.525,C,First,woman,False,B,Cherbourg,yes,True,380
1,3,female,1.0,0,2,15.7417,C,Third,child,False,G,Cherbourg,yes,False,381
0,3,male,32.0,0,0,7.925,S,Third,man,True,F,Southampton,no,True,382
1,1,female,35.0,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,383
0,3,male,21.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,384
0,2,male,18.0,0,0,73.5,S,Second,man,True,F,Southampton,no,True,385
0,3,male,1.0,5,2,46.9,S,Third,child,False,F,Southampton,no,False,386
1,2,female,36.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,387
0,3,male,21.0,0,0,7.7292,Q,Third,man,True,F,Queenstown,no,True,388
1,2,female,17.0,0,0,12.0,C,Second,woman,False,D,Cherbourg,yes,True,389
1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False,390
1,3,male,21.0,0,0,7.7958,S,Third,man,True,F,Southampton,yes,True,391
0,3,male,28.0,2,0,7.925,S,Third,man,True,G,Southampton,no,False,392
1,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,393
1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,394
0,3,male,22.0,0,0,7.7958,S,Third,man,True,F,Southampton,no,True,395
0,3,female,31.0,0,0,7.8542,S,Third,woman,False,F,Southampton,no,True,396
0,2,male,46.0,0,0,26.0,S,Second,man,True,F,Southampton,no,True,397
0,2,male,23.0,0,0,10.5,S,Second,man,True,F,Southampton,no,True,398
1,2,female,28.0,0,0,12.65,S,Second,woman,False,F,Southampton,yes,True,399
1,3,male,39.0,0,0,7.925,S,Third,man,True,F,Southampton,yes,True,400
0,3,male,26.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,401
0,3,female,21.0,1,0,9.825,S,Third,woman,False,G,Southampton,no,False,402
0,3,male,28.0,1,0,15.85,S,Third,man,True,G,Southampton,no,False,403
0,3,female,20.0,0,0,8.6625,S,Third,woman,False,E,Southampton,no,True,404
0,2,male,34.0,1,0,21.0,S,Second,man,True,F,Southampton,no,False,405
0,3,male,51.0,0,0,7.75,S,Third,man,True,F,Southampton,no,True,406
1,2,male,3.0,1,1,18.75,S,Second,child,False,G,Southampton,yes,False,407
0,3,male,21.0,0,0,7.775,S,Third,man,True,F,Southampton,no,True,408
0,3,female,29.0,3,1,25.4667,S,Third,woman,False,F,Southampton,no,False,409
0,3,male,21.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,410
0,3,male,21.0,0,0,6.8583,Q,Third,man,True,F,Queenstown,no,True,411
1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,412
0,2,male,28.0,0,0,0.0,S,Second,man,True,F,Southampton,no,True,413
1,3,male,44.0,0,0,7.925,S,Third,man,True,F,Southampton,yes,True,414
0,3,female,21.0,0,0,8.05,S,Third,woman,False,E,Southampton,no,True,415
1,2,female,34.0,1,1,32.5,S,Second,woman,False,F,Southampton,yes,False,416
1,2,female,18.0,0,2,13.0,S,Second,woman,False,G,Southampton,yes,False,417
0,2,male,30.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,418
0,3,female,10.0,0,2,24.15,S,Third,child,False,F,Southampton,no,False,419
0,3,male,21.0,0,0,7.8958,C,Third,man,True,F,Cherbourg,no,True,420
0,3,male,21.0,0,0,7.7333,Q,Third,man,True,F,Queenstown,no,True,421
0,3,male,29.0,0,0,7.875,S,Third,man,True,F,Southampton,no,True,422
0,3,female,28.0,1,1,14.4,S,Third,woman,False,G,Southampton,no,False,423
0,3,male,18.0,1,1,20.2125,S,Third,man,True,F,Southampton,no,False,424
0,3,male,21.0,0,0,7.25,S,Third,man,True,F,Southampton,no,True,425
1,2,female,28.0,1,0,26.0,S,Second,woman,False,F,Southampton,yes,False,426
1,2,female,19.0,0,0,26.0,S,Second,woman,False,F,Southampton,yes,True,427
0,3,male,21.0,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,428
1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,429
1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,430
1,3,female,21.0,1,0,16.1,S,Third,woman,False,G,Southampton,yes,False,431
1,2,female,42.0,1,0,26.0,S,Second,woman,False,F,Southampton,yes,False,432
0,3,male,17.0,0,0,7.125,S,Third,man,True,F,Southampton,no,True,433
0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,434
1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,435
0,3,female,21.0,2,2,34.375,S,Third,woman,False,F,Southampton,no,False,436
1,2,female,24.0,2,3,18.75,S,Second,woman,False,G,Southampton,yes,False,437
0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,438
0,2,male,31.0,0,0,10.5,S,Second,man,True,F,Southampton,no,True,439
1,2,female,45.0,1,1,26.25,S,Second,woman,False,F,Southampton,yes,False,440
0,3,male,20.0,0,0,9.5,S,Third,man,True,E,Southampton,no,True,441
0,3,male,25.0,1,0,7.775,S,Third,man,True,G,Southampton,no,False,442
1,2,female,28.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,443
1,3,male,21.0,0,0,8.1125,S,Third,man,True,E,Southampton,yes,True,444
1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,445
1,2,female,13.0,0,1,19.5,S,Second,child,False,G,Southampton,yes,False,446
1,1,male,34.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,447
1,3,female,5.0,2,1,19.2583,C,Third,child,False,G,Cherbourg,yes,False,448
1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,449
0,2,male,36.0,1,2,27.75,S,Second,man,True,F,Southampton,no,False,450
0,3,male,21.0,1,0,19.9667,S,Third,man,True,G,Southampton,no,False,451
0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,452
1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,453
0,3,male,21.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,454
1,3,male,29.0,0,0,7.8958,C,Third,man,True,F,Cherbourg,yes,True,455
0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,456
1,1,female,25.0,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,457
1,2,female,50.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,458
0,3,male,21.0,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,459
1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,460
0,3,male,34.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,461
0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,462
0,2,male,48.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,463
0,3,male,21.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,464
0,3,male,38.0,0,0,7.05,S,Third,man,True,F,Southampton,no,True,465
0,2,male,28.0,0,0,0.0,S,Second,man,True,F,Southampton,no,True,466
0,1,male,56.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,467
0,3,male,21.0,0,0,7.725,Q,Third,man,True,F,Queenstown,no,True,468
1,3,female,0.75,2,1,19.2583,C,Third,child,False,G,Cherbourg,yes,False,469
0,3,male,21.0,0,0,7.25,S,Third,man,True,F,Southampton,no,True,470
0,3,male,38.0,0,0,8.6625,S,Third,man,True,E,Southampton,no,True,471
1,2,female,33.0,1,2,27.75,S,Second,woman,False,F,Southampton,yes,False,472
1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,473
0,3,female,22.0,0,0,9.8375,S,Third,woman,False,E,Southampton,no,True,474
0,1,male,47.0,0,0,52.0,S,First,man,True,A,Southampton,no,True,475
0,2,male,34.0,1,0,21.0,S,Second,man,True,F,Southampton,no,False,476
0,3,male,29.0,1,0,7.0458,S,Third,man,True,G,Southampton,no,False,477
0,3,male,22.0,0,0,7.5208,S,Third,man,True,F,Southampton,no,True,478
1,3,female,2.0,0,1,12.2875,S,Third,child,False,G,Southampton,yes,False,479
0,3,male,9.0,5,2,46.9,S,Third,child,False,F,Southampton,no,False,480
0,2,male,28.0,0,0,0.0,S,Second,man,True,F,Southampton,no,True,481
0,3,male,50.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,482
1,3,female,63.0,0,0,9.5875,S,Third,woman,False,E,Southampton,yes,True,483
1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,484
0,3,female,29.0,3,1,25.4667,S,Third,woman,False,F,Southampton,no,False,485
1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,486
0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,487
0,3,male,30.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,488
1,3,male,9.0,1,1,15.9,S,Third,child,False,G,Southampton,yes,False,489
0,3,male,21.0,1,0,19.9667,S,Third,man,True,G,Southampton,no,False,490
0,3,male,21.0,0,0,7.25,S,Third,man,True,F,Southampton,no,True,491
0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,492
0,1,male,71.0,0,0,49.5042,C,First,man,True,A,Cherbourg,no,True,493
0,3,male,21.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,494
0,3,male,21.0,0,0,14.4583,C,Third,man,True,D,Cherbourg,no,True,495
1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,496
0,3,male,21.0,0,0,15.1,S,Third,man,True,F,Southampton,no,True,497
0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,498
0,3,male,24.0,0,0,7.7958,S,Third,man,True,F,Southampton,no,True,499
0,3,male,17.0,0,0,8.6625,S,Third,man,True,E,Southampton,no,True,500
0,3,female,21.0,0,0,7.75,Q,Third,woman,False,F,Queenstown,no,True,501
0,3,female,21.0,0,0,7.6292,Q,Third,woman,False,F,Queenstown,no,True,502
0,3,female,37.0,0,0,9.5875,S,Third,woman,False,E,Southampton,no,True,503
1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,504
0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,505
1,2,female,33.0,0,2,26.0,S,Second,woman,False,F,Southampton,yes,False,506
1,1,male,35.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,507
0,3,male,28.0,0,0,22.525,S,Third,man,True,F,Southampton,no,True,508
1,3,male,26.0,0,0,56.4958,S,Third,man,True,F,Southampton,yes,True,509
1,3,male,29.0,0,0,7.75,Q,Third,man,True,F,Queenstown,yes,True,510
0,3,male,21.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,511
1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,512
1,1,female,54.0,1,0,59.4,C,First,woman,False,B,Cherbourg,yes,False,513
0,3,male,24.0,0,0,7.4958,S,Third,man,True,F,Southampton,no,True,514
0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,515
1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,516
0,3,male,22.0,0,0,24.15,Q,Third,man,True,D,Queenstown,no,True,517
1,2,female,36.0,1,0,26.0,S,Second,woman,False,F,Southampton,yes,False,518
0,3,male,32.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,519
1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,520
0,3,male,22.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,521
0,3,male,22.0,0,0,7.225,C,Third,man,True,F,Cherbourg,no,True,522
1,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,523
0,3,male,22.0,0,0,7.2292,C,Third,man,True,F,Cherbourg,no,True,524
0,3,male,40.5,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,525
1,2,female,50.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,526
0,1,male,47.0,0,0,221.7792,S,First,man,True,C,Southampton,no,True,527
0,3,male,39.0,0,0,7.925,S,Third,man,True,F,Southampton,no,True,528
0,2,male,23.0,2,1,11.5,S,Second,man,True,G,Southampton,no,False,529
1,2,female,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,530
0,3,male,22.0,0,0,7.2292,C,Third,man,True,F,Cherbourg,no,True,531
0,3,male,17.0,1,1,7.2292,C,Third,man,True,G,Cherbourg,no,False,532
1,3,female,29.0,0,2,22.3583,C,Third,woman,False,F,Cherbourg,yes,False,533
0,3,female,30.0,0,0,8.6625,S,Third,woman,False,E,Southampton,no,True,534
1,2,female,7.0,0,2,26.25,S,Second,child,False,F,Southampton,yes,False,535
0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,536
1,1,female,30.0,0,0,106.425,C,First,woman,False,C,Cherbourg,yes,True,537
0,3,male,22.0,0,0,14.5,S,Third,man,True,F,Southampton,no,True,538
1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,539
1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,540
0,3,female,9.0,4,2,31.275,S,Third,child,False,F,Southampton,no,False,541
0,3,female,11.0,4,2,31.275,S,Third,child,False,F,Southampton,no,False,542
1,2,male,32.0,1,0,26.0,S,Second,man,True,F,Southampton,yes,False,543
0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,544
0,1,male,64.0,0,0,26.0,S,First,man,True,C,Southampton,no,True,545
1,2,female,19.0,1,0,26.0,S,Second,woman,False,F,Southampton,yes,False,546
1,2,male,28.0,0,0,13.8625,C,Second,man,True,D,Cherbourg,yes,True,547
0,3,male,33.0,1,1,20.525,S,Third,man,True,F,Southampton,no,False,548
1,2,male,8.0,1,1,36.75,S,Second,child,False,F,Southampton,yes,False,549
1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,550
0,2,male,27.0,0,0,26.0,S,Second,man,True,F,Southampton,no,True,551
0,3,male,22.0,0,0,7.8292,Q,Third,man,True,F,Queenstown,no,True,552
1,3,male,22.0,0,0,7.225,C,Third,man,True,F,Cherbourg,yes,True,553
1,3,female,22.0,0,0,7.775,S,Third,woman,False,F,Southampton,yes,True,554
0,1,male,62.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,555
1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,556
0,1,male,47.0,0,0,227.525,C,First,man,True,C,Cherbourg,no,True,557
1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,558
1,3,female,36.0,1,0,17.4,S,Third,woman,False,G,Southampton,yes,False,559
0,3,male,22.0,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,560
0,3,male,40.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,561
0,2,male,28.0,0,0,13.5,S,Second,man,True,F,Southampton,no,True,562
0,3,male,22.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,563
0,3,female,22.0,0,0,8.05,S,Third,woman,False,E,Southampton,no,True,564
0,3,male,24.0,2,0,24.15,S,Third,man,True,F,Southampton,no,False,565
0,3,male,19.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,566
0,3,female,29.0,0,4,21.075,S,Third,woman,False,F,Southampton,no,False,567
0,3,male,22.0,0,0,7.2292,C,Third,man,True,F,Cherbourg,no,True,568
1,3,male,32.0,0,0,7.8542,S,Third,man,True,F,Southampton,yes,True,569
1,2,male,62.0,0,0,10.5,S,Second,man,True,F,Southampton,yes,True,570
1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,571
1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,572
1,3,female,22.0,0,0,7.75,Q,Third,woman,False,F,Queenstown,yes,True,573
0,3,male,16.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,574
0,3,male,19.0,0,0,14.5,S,Third,man,True,F,Southampton,no,True,575
1,2,female,34.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,576
1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,577
0,3,female,22.0,1,0,14.4583,C,Third,woman,False,E,Cherbourg,no,False,578
1,3,male,32.0,0,0,7.925,S,Third,man,True,F,Southampton,yes,True,579
1,2,female,25.0,1,1,30.0,S,Second,woman,False,F,Southampton,yes,False,580
1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,581
0,2,male,54.0,0,0,26.0,S,Second,man,True,F,Southampton,no,True,582
0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,583
0,3,male,22.0,0,0,8.7125,C,Third,man,True,E,Cherbourg,no,True,584
1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,585
0,2,male,47.0,0,0,15.0,S,Second,man,True,F,Southampton,no,True,586
1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,587
0,3,male,22.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,588
0,3,male,22.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,589
0,3,male,35.0,0,0,7.125,S,Third,man,True,F,Southampton,no,True,590
1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,591
0,3,male,47.0,0,0,7.25,S,Third,man,True,F,Southampton,no,True,592
0,3,female,36.0,0,2,7.75,Q,Third,woman,False,E,Queenstown,no,False,593
0,2,male,37.0,1,0,26.0,S,Second,man,True,F,Southampton,no,False,594
0,3,male,36.0,1,1,24.15,S,Third,man,True,F,Southampton,no,False,595
1,2,female,28.0,0,0,33.0,S,Second,woman,False,F,Southampton,yes,True,596
0,3,male,49.0,0,0,0.0,S,Third,man,True,F,Southampton,no,True,597
0,3,male,35.0,0,0,7.225,C,Third,man,True,F,Cherbourg,no,True,598
1,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,599
1,2,female,24.0,2,1,27.0,S,Second,woman,False,F,Southampton,yes,False,600
0,3,male,35.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,601
0,1,male,47.0,0,0,42.4,S,First,man,True,C,Southampton,no,True,602
0,3,male,44.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,603
1,1,male,35.0,0,0,26.55,C,First,man,True,C,Cherbourg,yes,True,604
0,3,male,36.0,1,0,15.55,S,Third,man,True,E,Southampton,no,False,605
0,3,male,30.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,606
1,1,male,27.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,607
1,2,female,22.0,1,2,41.5792,C,Second,woman,False,F,Cherbourg,yes,False,608
1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,609
0,3,female,39.0,1,5,31.275,S,Third,woman,False,F,Southampton,no,False,610
0,3,male,35.0,0,0,7.05,S,Third,man,True,F,Southampton,no,True,611
1,3,female,36.0,1,0,15.5,Q,Third,woman,False,E,Queenstown,yes,False,612
0,3,male,35.0,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,613
0,3,male,35.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,614
1,2,female,24.0,1,2,65.0,S,Second,woman,False,F,Southampton,yes,False,615
0,3,male,34.0,1,1,14.4,S,Third,man,True,E,Southampton,no,False,616
0,3,female,26.0,1,0,16.1,S,Third,woman,False,E,Southampton,no,False,617
1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,618
0,2,male,26.0,0,0,10.5,S,Second,man,True,E,Southampton,no,True,619
0,3,male,27.0,1,0,14.4542,C,Third,man,True,E,Cherbourg,no,False,620
1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,621
1,3,male,20.0,1,1,15.7417,C,Third,man,True,E,Cherbourg,yes,False,622
0,3,male,21.0,0,0,7.8542,S,Third,man,True,F,Southampton,no,True,623
0,3,male,21.0,0,0,16.1,S,Third,man,True,F,Southampton,no,True,624
0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,625
0,2,male,57.0,0,0,12.35,Q,Second,man,True,D,Queenstown,no,True,626
1,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,627
0,3,male,26.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,628
0,3,male,21.0,0,0,7.7333,Q,Third,man,True,F,Queenstown,no,True,629
1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,630
0,3,male,51.0,0,0,7.0542,S,Third,man,True,F,Southampton,no,True,631
1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,632
0,1,male,47.0,0,0,0.0,S,First,man,True,C,Southampton,no,True,633
0,3,female,9.0,3,2,27.9,S,Third,child,False,F,Southampton,no,False,634
1,2,female,28.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,635
0,3,male,32.0,0,0,7.925,S,Third,man,True,F,Southampton,no,True,636
0,2,male,31.0,1,1,26.25,S,Second,man,True,F,Southampton,no,False,637
0,3,female,41.0,0,5,39.6875,S,Third,woman,False,F,Southampton,no,False,638
0,3,male,20.0,1,0,16.1,S,Third,man,True,E,Southampton,no,False,639
0,3,male,20.0,0,0,7.8542,S,Third,man,True,F,Southampton,no,True,640
1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,641
0,3,female,2.0,3,2,27.9,S,Third,child,False,F,Southampton,no,False,642
1,3,male,20.0,0,0,56.4958,S,Third,man,True,F,Southampton,yes,True,643
1,3,female,0.75,2,1,19.2583,C,Third,child,False,E,Cherbourg,yes,False,644
1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,645
0,3,male,19.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,646
1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,647
0,3,male,20.0,0,0,7.55,S,Third,man,True,F,Southampton,no,True,648
1,3,female,23.0,0,0,7.55,S,Third,woman,False,F,Southampton,yes,True,649
0,3,male,20.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,650
1,2,female,18.0,0,1,23.0,S,Second,woman,False,F,Southampton,yes,False,651
0,3,male,21.0,0,0,8.4333,S,Third,man,True,E,Southampton,no,True,652
1,3,female,20.0,0,0,7.8292,Q,Third,woman,False,F,Queenstown,yes,True,653
0,3,female,18.0,0,0,6.75,Q,Third,woman,False,F,Queenstown,no,True,654
0,2,male,24.0,2,0,73.5,S,Second,man,True,F,Southampton,no,False,655
0,3,male,20.0,0,0,7.8958,S,Third,man,True,F,Southampton,no,True,656
0,3,female,32.0,1,1,15.5,Q,Third,woman,False,E,Queenstown,no,False,657
0,2,male,23.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,658
0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,659
1,1,male,50.0,2,0,133.65,S,First,man,True,B,Southampton,yes,False,660
0,3,male,40.0,0,0,7.225,C,Third,man,True,F,Cherbourg,no,True,661
0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,662
0,3,male,36.0,0,0,7.4958,S,Third,man,True,F,Southampton,no,True,663
1,3,male,20.0,1,0,7.925,S,Third,man,True,E,Southampton,yes,False,664
0,2,male,32.0,2,0,73.5,S,Second,man,True,F,Southampton,no,False,665
0,2,male,25.0,0,0,13.0,S,Second,man,True,F,Southampton,no,True,666
0,3,male,18.0,0,0,7.775,S,Third,man,True,F,Southampton,no,True,667
0,3,male,43.0,0,0,8.05,S,Third,man,True,E,Southampton,no,True,668
1,1,female,39.0,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,669
1,2,female,40.0,1,1,39.0,S,Second,woman,False,F,Southampton,yes,False,670
0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,671
